Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
Do not ever compare those scrubs to  shall shake off your whole dl and throw a td 7,1,0,1,0,0,0,0,0,0,0,0
Afghanistan vice president sarwar danish slams pakistan for breeding terrorism during unga address usa,1,0,1,0,0,0,0,0,0,0,0
Watch this amazing  broadcast by lively musically,0,0,0,0,1,1,1,0,0,0,0
Sorry guys i have absolutely no idea what time i shall be on cam tomorrow but will keep you posted fuming,1,0,1,0,0,0,0,0,0,0,0
"Waltzwithbashir was incredible , tho i think it is more of an animated film than documentary about lebanon war",0,0,0,0,1,0,0,0,0,0,0
But i do think we need to experience a bit madness and despair too this is the stuff that makes us human,0,0,0,0,0,0,1,0,0,0,0
"Watching football matches without commentary is something that i rejoice , found a transmission of city�s match like that today , joyful",0,0,0,0,1,0,0,0,0,0,0
Sparkling water makes your life sparkly,0,0,0,0,1,0,1,0,0,0,0
I feel like i am drowning depression falure worthless,0,0,0,0,0,0,0,1,1,0,0
A nightmare just woke me up,1,0,1,1,0,0,0,0,1,0,0
Feel so grim + ugly atm,1,0,0,0,0,0,0,0,1,0,0
"No , i am probably the person most likely to completely understand how gobsmacked you were to learn how true that is sadly",0,0,0,0,0,0,0,1,1,0,0
Late night thoughts feeling restless,0,1,1,1,0,0,0,0,0,0,0
"Agreed an awe to meet such beautiful , powerful animals",0,0,0,0,1,0,0,0,0,0,1
Goksfillyourhouseforfree should be retitled fill your house with old trash repainted  junk trash,1,0,1,0,0,0,0,0,0,0,0
Why though why did u want to offend americans,1,1,1,0,0,0,0,0,1,0,0
Today afghanistan tell us where the terrorism is planned whaaoo unga,1,0,0,1,0,0,0,0,0,0,0
Seeing double am so tired but i always grudge getting off my phone at night,1,0,1,0,0,0,0,0,1,0,0
Candice is pout is gon na take someone eye out mate gbbo,1,0,1,1,0,0,0,0,0,0,0
Man utd are shambles that was horrific,1,0,1,1,0,0,0,0,1,0,0
If 3 people are in a country of 300 million you are going to ruin the whole country over 3 people fear,0,0,1,1,0,0,0,0,0,0,0
You never call me when your sober,1,0,0,0,0,0,0,1,1,0,0
Bloody parking ticket fuming,1,0,1,0,0,0,0,0,0,0,0
"The radio just told me lady gaga is going country , which is like if the beatles decided to do opera singing for their final albums awful",1,0,1,1,0,0,0,0,0,0,0
"Nice to see balotelli back to his best , good  just lost his way a bit",0,0,0,0,1,1,0,0,0,0,0
This is a terrific university-a unique  Athabasca university has become a part of my head and a part of my heart ' peter mackinnon,0,0,0,0,1,1,1,0,0,0,1
I was just talking about it last week  how does your outside appearance ( ie dread locks ) affect the ability you have to work,0,1,1,0,0,0,0,1,1,0,0
I blame how broken madden is this year,0,0,1,0,0,0,0,1,0,0,0
The focal points of war lie in terrorism and the un needs to address violentextremism,0,0,0,1,0,0,1,0,0,0,0
And his momma was worse than tony sopranos momma wow sad history major,0,0,1,0,0,0,0,0,1,0,0
"Of course this is a happy hentai , not a sad or gloomy one",0,0,0,0,1,0,1,0,0,0,0
"At least he is willing to discuss , better than most that and keep the insults light with occasional levity or creative bs-ing ,",0,0,0,0,0,0,1,1,0,0,0
"I can not get a better look at her bc i am too shy to make eye contact , ,",0,0,0,1,0,0,0,1,1,0,0
Still bitter about last night lads,1,0,0,0,1,0,0,0,0,0,0
"He has had a dreadful first half , not to mention rashford would have got on the end of a couple of those through balls pace",0,1,0,0,0,0,0,0,1,0,0
Ill say it again if i was a black man id be afraid to leave my house or have a moving  terrancecrutcher truth,0,0,0,1,0,0,0,0,1,0,0
Yeah : ) playing well,0,0,0,0,1,1,1,0,0,0,1
This is the blues junior i am looking forward to play on it as soon as possible guitar guitarrist music,0,1,0,0,1,0,1,0,0,0,0
"Thank-you for unfailingly bringing so much joy into my life , you incredibly talented maker of mirth",0,0,0,0,1,1,0,0,0,0,0
I need to stop second guess myself and just go with the first thought and go with it relentless,0,1,1,0,0,0,1,0,0,0,0
"Let is not panic beat nyg who is atop the division , come home against cleveland just like that you are 2-2 with a division win",0,0,0,1,1,0,1,0,0,0,1
Only geo is capable of cheering me up,0,0,0,0,1,1,0,0,0,0,0
"While i do not see sailer mars being a raging liberal , i doubt that she would say such a thing",0,0,0,0,0,0,0,1,0,0,0
"Ha right i am from san jose , ca , and i was offended right there with you dave , go on a walk or something next time",1,0,1,0,0,0,0,0,0,0,0
Snapchat new would beg to differ,0,1,0,0,0,0,0,0,0,0,0
Why do i have 2 wait 48 hours to call you back to cancel an order i just placed after already spending 2 hours on the phone sad,1,0,1,0,0,0,0,0,1,0,0
This is a joke fuming,1,0,1,0,0,0,0,0,0,0,0
Act 4 anxiety and depression group beginning mon october 17 for 6 weeks contact me to register now mindfulness halifax,0,1,0,1,0,0,0,0,1,0,0
The secret to all of every industry : just start doing it  somehow people forget that they never gave you permission ',0,1,1,0,0,0,1,0,0,0,0
Entire team from coaches on down played and coached scared from jumpstreet,0,0,0,1,0,0,0,0,1,0,0
I wan na get up and dance ( but everyone is in bed ) this sucks everyone wake up hyper letsdance dirtydancinginthemoonlight,0,0,0,0,1,0,0,0,1,0,0
When season 13 of greys anatomy premieres today it you are only on season 7 sadness : (,0,0,0,0,0,0,0,0,1,0,0
Soywax limited edition horror candles going up follow us for all the latest news horror,0,1,0,1,0,0,0,0,0,0,0
"Rooney oh dear , oh dear fucking dreadful",1,0,1,0,0,0,0,0,0,0,0
They are such garbage obviously i like that they suck but it is still grim to watch,1,0,1,0,0,0,0,0,0,0,0
My roommate turns the sink off with her foot to avoid germs and a guy says ' Y O U R roommate is feet girl i am so sorry ' plz help nightmare,0,0,1,1,0,0,0,0,1,0,0
Getting my comedic relief w/ during season premiere of modernfamily just what a girl needs,0,0,0,0,1,0,1,0,0,0,0
Obama doj have destroyed usa these charlotteprotest are acts of terrorism dating back to ferguson terrorism is how it should be treated,1,0,1,0,0,0,0,0,0,0,0
"When anger rises , think of the consequences quote wisdom",1,1,0,1,0,0,1,0,0,0,1
"My random guesses for you a potential amelie , kenneth of 30 rock ( but ya instead of tv ) and maybe w/ the optimism of lara jean",0,0,0,0,1,0,1,0,0,0,0
Do not understand reason for muslim countries citing terrorism as reason for not taking refugees are not terror attacks against infidels,0,0,1,1,0,0,0,1,0,0,0
Now im feeling the,1,0,0,0,0,0,0,0,0,0,0
Heading home to cut grass in the heat all i wan na do is go out to eat somewhere air conditioned adultingistheworst,1,0,1,0,0,0,0,0,0,0,0
You want bad service use frontier they have terrible service go to atandt anybody is better i am going to complain to better business,1,0,1,0,0,0,0,0,0,0,0
Georgia tech is secondary is as soft as a marshmallow horrible,1,0,1,1,0,0,0,1,1,0,0
"Be quick to listen , slow to speak , and slow to",0,1,0,0,1,0,1,0,0,0,0
Top seed johnson chases double delight at tour championship,0,0,0,0,1,0,0,0,0,0,0
Give rise to eternal home aico things immolation : succeed in mother country exhilaration : akt,0,0,0,0,1,0,0,0,0,0,0
I have gained a tremendous amount of respect for over the past couple of years,0,0,0,0,1,0,1,0,0,0,1
"I mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him , __ ,",0,1,0,1,0,1,0,0,0,0,0
You boys dint know the game am i the game  life after death  better chose and know who side you on before my wrath does come upon us,1,1,1,0,0,0,0,1,0,0,0
I love looking at my old statuses on facebook the one i have from four years ago on this day was about glee i had so many opinions ,0,0,0,0,1,1,0,0,0,0,0
Lmao this person must hate me so bad to talk shit behind an anonymous account awe :,0,0,1,1,0,0,0,1,0,0,0
Liking the optimism,0,0,0,0,1,0,1,0,0,0,0
This is not me brown nosing but i have listened to lots of housing ministers but nhf16 impressed me more than any optimism,0,0,0,0,1,0,1,0,0,0,1
Halloween party coming soon turnt ruin T lit firesauce hotsauce mildsauce getsauced champagnedreams scary kittens,0,1,0,1,1,0,1,0,0,0,0
Ask yourself every day : am i ruled by fear and hatred or am i ruled by love and the sacred,0,0,0,0,0,0,1,0,0,0,0
I dread math,0,0,1,1,0,0,0,1,1,0,0
That goes the,0,0,0,0,0,0,0,0,0,0,0
Thisisus has messed with my mind and now i am anticipating the next episode with apprehension and isthereahelplineforthis,0,1,0,1,0,0,0,0,0,0,0
Has providing customers w/equipment that does not deliver speeds of internet services that they have been charging scam,1,0,1,0,0,0,0,0,0,0,0
You can not be serious this man practices no religion only in church campaignin,1,0,1,0,0,0,0,0,0,0,0
Hate to see y'all frown but i would rather see him smiling,0,0,0,0,1,0,1,0,0,0,0
This week is massacre theatre pert by is the first one i can think of that requires subtitles breathless,0,1,0,0,0,0,0,0,0,1,0
I fear for the future of mankind,0,0,0,1,0,0,0,0,1,0,0
Wow if i need to start over on sif im prob gon na just die,1,0,1,1,0,0,0,0,0,0,0
My name is john locke and you can not tell me what i can and can not do lost,1,0,1,0,0,0,0,0,0,0,0
Season 3 of penny dreadful is on netflix  well my afternoon is filled,0,1,0,0,1,0,0,0,0,0,0
I do not know how people can binge watch horror films  alone,0,0,0,1,0,0,0,1,0,0,0
"To all who follow me , whether we have ever talked or not hope you have a joyous life goodbye",0,0,0,0,1,1,1,0,0,0,0
"I can not have alcohol on it , sadly , but it only flares up under very specific circumstances so i just need to be more careful",0,0,0,0,0,0,0,1,1,0,0
Way to get a hold of her depressing,0,0,1,0,0,0,0,1,1,0,0
Multitasking  i may have to induce these seeds of mine to sleep,0,0,0,0,0,0,0,0,0,0,0
That is a terrible thing to accuse scott baio of,1,0,1,0,0,0,0,0,1,0,0
I want the smoky clouds of laughter to swim about you forever ,0,0,0,0,1,0,1,0,0,0,0
This nigga does not even look for his real family,0,0,1,0,0,0,0,0,1,1,0
Trying to take what is lost and broken and make it right,0,1,0,0,1,0,1,0,1,0,0
Peoplelikemebecause of my razor wit and sparkling personality,0,0,0,0,0,0,0,0,0,0,0
Omg i am outside making beats with garageband and some little birds decided to chirp along,0,0,0,0,1,0,0,0,0,0,0
Far from safe and staid i found it horribly ott at times while everyone seemed to be trying just a little too hard not for me,1,0,0,1,0,0,0,0,0,0,0
"P ' Not as far as i know ' was her dull reply ' There are still survivors , members from it like i said , -/",1,0,1,0,0,0,0,1,0,0,0
I can not wait to hear what he had to say about the brilliant dr. hawking  it should be rich  in the poorest of taste bully,1,1,1,0,0,0,0,0,0,0,0
Tomorrow is the day i cut and dye my hair excited,0,1,0,0,1,0,1,0,0,0,0
Pinterest one dessert  next thing you know your pinning how to make 27 different visually pleasing mouth watering never gon na make sweets,0,0,0,0,0,0,1,0,1,0,0
Szn 3 > > > szn 1 > > > szn 2 just to warn you do not let szn 2 discourage you,0,0,0,0,0,0,1,0,0,0,0
Transitioning to a new job is hard when you have nothing but joyful memories of the previous one thanks for changing my life,0,0,0,0,1,1,1,0,0,0,0
You have to find a way to top yourself,0,0,0,0,0,0,1,0,0,0,1
Lost a friend too,0,0,0,0,0,0,0,0,1,0,0
Lol i have reminders for my ex-gf is birthday approaching too bad she considers me acknowledging her existence an affront ,0,0,0,0,1,0,0,0,0,0,0
Yesyesyes like jd is the closest cahracter that is similar to blaine the optimism and ability to crack tough characters,0,0,0,0,1,0,1,0,0,0,0
Pretty excited for american horror story tonight,0,1,0,1,1,0,1,0,0,0,0
This makes things easier and compact and less fiery or burdened by the weight of sexuality one releases in the transmutation,0,1,0,0,1,0,1,0,0,0,0
She is always so insensitive whenever i grieve idgi,0,0,1,0,0,0,0,0,1,0,0
There is something to note in the fact that the mask manufacturer produced her smiling and him frowning,0,0,0,0,1,0,1,1,0,1,0
Inner conflict happens when we are at odds with ourselves honor your values and priorities innerconflict conflict values,0,1,0,0,0,0,1,0,0,0,1
Inquiries into alleged abuses by uk troops in afghanistan and iraq and data suggesting a buoyant post- Brexit economy makes the front pages,1,1,1,0,0,0,0,0,0,0,0
An adviser to the european union�s top court said hamas and the tamil tigers should be taken off the eu�s terror list. lka,0,0,0,1,0,0,0,0,0,0,0
You are so cute truelove hilarious beautiful and graceful never heard explicits spoken with such elegance mingo,0,0,0,0,1,1,1,0,0,0,0
"Chris williams : 5 yards shy of joining 1,00-yard club bowman ( 1,279 ) , walker ( 1,168 ) and roosevelt ( 1,095 ) already there cfl",0,1,0,0,1,0,1,0,1,0,0
Is that pessimism or do you just want him to get another week of rest and healing,0,1,0,0,0,0,0,1,0,0,0
Tom phillips being all jovial at the start of this week is show when joe is strutting out after that video package is quite the juxtaposition,0,0,0,0,1,0,1,0,0,0,0
Feels like i lost my best friend lost fml missingyou,0,0,0,0,0,0,0,0,1,0,0
I need to learn to be in one place at one time and try not to worry about everything all at once,0,0,0,1,0,0,0,0,0,0,0
I love the word fret so much and im in heaven,0,0,0,0,1,1,1,0,0,0,0
On the bright side with youtube heroes leafy will finally get banned,0,1,0,0,0,0,0,0,0,0,0
Bloods boiling,1,0,1,0,0,0,0,0,0,0,0
Turn that frown upside down,1,0,1,0,0,0,0,0,1,0,0
"Lol was just awarded the � F� bomb trophy on autodealerlive , : ) serious",0,0,1,0,1,0,0,0,0,0,0
"Matthew 25 , 1-13 could somebody shoot a video about it it could be 1 of those horror videos but in the same time turning many 2 christ",0,0,0,1,0,0,0,0,0,0,0
Ca not believe are putting their prices up they already know i am struggling to pay my bill and wo not change my package raging,1,0,1,0,0,0,0,0,0,0,0
"Just looked at wood is goal again and i dont think his first chance is that bad a miss , horrible height hit hard and level , did well to hit it",0,0,0,1,0,0,1,0,0,0,1
So not pumped for this interview,1,0,0,1,0,0,0,0,0,0,0
"Oh yeah , i never showed you that part of the session did i i shall plop them into discord pure hilarity",0,0,0,0,1,0,1,0,0,0,0
I bet dat dog eating name brand cheerios cant relate i eat cheery o is,0,0,0,0,0,0,0,0,0,0,0
It is funny how they can be in such a hurry but have plenty of time to stop and threaten people,1,0,1,1,0,0,0,0,0,0,0
Yuuhh plus clin ep and prevmed ugghh hahaha bitter,1,0,1,0,0,0,0,0,1,0,0
I am curious to know just how much money the original air bud made to justify the continuation of these awful sequels and spinoffs,1,0,1,0,1,0,0,0,0,0,0
I thought i peeped him on your snap that is the homie lol,0,0,0,0,1,0,0,0,0,0,0
I was injecting a little levity the person who tweeted the coke/rape tweet is obviously an idiot,1,0,1,0,0,0,0,0,0,0,0
Always doing the emotionalhedge� w wps i am elated about start have i mentioned i am on tamu -6,0,0,0,0,1,0,1,0,0,1,0
My producer is mixing and mastering the songs now for murky notebook mixtape the tape will be out soon for free download,0,1,0,0,1,1,1,0,0,0,1
Shew that was,0,0,0,0,0,0,0,0,0,0,0
Go one extra mile just see her smiling,0,0,0,0,1,1,1,0,0,0,0
"Logically speaking , this can not be the worst i have ever felt and even if it was then its passing will still be a joyous occasion",0,0,0,0,1,0,1,0,0,0,0
"Never said that , just not fair how yous think it is completely okay to bully someone",1,0,1,0,0,0,0,0,0,0,0
When your friends want to go out drinking but you know you gon na have to say no because social anxiety runs your life,0,0,0,1,0,0,0,1,1,0,0
Classic shitlib bullshit create a horrible problem and then 'discuss ' how to solve it what a pimp,1,1,1,1,0,0,0,0,0,0,0
